ISBN-16,Title,Author,Co-authors,Year,Fiction Flag,Genre,Subgenre,Paperback Flag,Price
978-555-0-32177-854-8,Quick Notes: Fanny Crosby,Songlian Wu,,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-855-5,_TITLE_,Otoña Guzman,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-856-2,_TITLE_,Zachariah ben Haim,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-857-9,_TITLE_,Lando Calrissian Watson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-858-6,_TITLE_,Walking Bear,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-859-3,_TITLE_,Hacha Yu,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-860-9,_TITLE_,Slasa Thompson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-861-6,_TITLE_,Uwe Schmidt,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-862-3,_TITLE_,Clara Thomas,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-863-0,_TITLE_,Yesenia Booker,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-864-7,Quick Notes: Helen Keller,Songlian Wu,,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-865-4,_TITLE_,Viviana Soon,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-866-1,_TITLE_,Quentisetta Rollins,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-867-8,_TITLE_,Cipriano Dillings,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-868-5,_TITLE_,Nina Owolofoyeku,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-869-2,_TITLE_,Yolanda Nightwinder,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-870-8,_TITLE_,Ilana Plana,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-871-5,_TITLE_,Tony Blacksmith,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-872-2,_TITLE_,Uwe Moravec,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-873-9,_TITLE_,Harry Harrison,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-874-6,_TITLE_,Gustavo Vargas y Kohler,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-875-3,_TITLE_,Carla Cormorant,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-876-0,_TITLE_,Ned North,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-877-7,_TITLE_,Olivia Oliver,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-878-4,_TITLE_,Zainab Zamorra,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-879-1,_TITLE_,Kimberly Chen,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-880-7,_TITLE_,Ulysses M. Grant,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-881-4,_TITLE_,Everett Colthorp,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-882-1,_TITLE_,Paula Petroni,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-883-8,_TITLE_,Allison Guzman,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-884-5,_TITLE_,Malena Paretti,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-885-2,_TITLE_,Xenia Billmer,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-886-9,_TITLE_,Ivana Mravinskaya,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-887-6,_TITLE_,Julia Tao,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-888-3,Quick Notes: Laura Ingalls Wilder,Songlian Wu,,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-889-0,_TITLE_,_AUTHOR_,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-890-6,Quick Notes: Kate Chopin,Songlian Wu,,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-891-3,_TITLE_,_AUTHOR_,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-892-0,_TITLE_,Tiana Reyes-Blenderson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-893-7,_TITLE_,Adaeza Igbo,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-894-4,_TITLE_,Zainab Hsien,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-895-1,_TITLE_,Fauna Laquandisha Jones,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-896-8,_TITLE_,Stacey Qadar,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-897-5,_TITLE_,Daria Wallace,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-898-2,_TITLE_,Olga Stonestreet,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-899-9,_TITLE_,Zora McQuowm,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-900-2,_TITLE_,Jupiter Jones,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-901-9,_TITLE_,Kemi Obunde,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-902-6,_TITLE_,Vina Leonards,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-903-3,_TITLE_,Sally Sallinen,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-904-0,_TITLE_,Joan Hoff,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-905-7,_TITLE_,David Diamond,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-906-4,Star Trek: Predestination Paradox,Jesús María Peña,,2022,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-907-1,_TITLE_,Emily Everpuff,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-908-8,_TITLE_,Peter Parker,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-909-5,_TITLE_,Antonio Puentes,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-910-1,_TITLE_,Laurie Ikamura,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-911-8,_TITLE_,Mahmoud bin Kabul,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-912-5,_TITLE_,Fanny Michaelson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-913-2,_TITLE_,Queen Lewiston,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-914-9,_TITLE_,Bao Yu,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-915-6,_TITLE_,Nona McLeod,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-916-3,_TITLE_,Yesenia Iñárritu,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-917-0,_TITLE_,Zima al Hambra,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-918-7,Quick Notes: Rebecca Harding Davis,Songlian Wu,,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-919-4,_TITLE_,Tiana Reyes-Blenderson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-920-0,_TITLE_,Adaeza Igbo,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-921-7,_TITLE_,Zainab Hsien,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-922-4,_TITLE_,Fauna Laquandisha Jones,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-923-1,_TITLE_,Stacey Qadar,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-924-8,_TITLE_,Daria Wallace,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-925-5,_TITLE_,Olga Stonestreet,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-926-2,_TITLE_,Zora McQuowm,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-927-9,_TITLE_,Jupiter Jones,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-928-6,_TITLE_,Kemi Obunde,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-929-3,_TITLE_,Vina Leonards,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-930-9,_TITLE_,"Dr. Samah El-Fatihi, M.D.",,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-931-6,_TITLE_,Steve Kneipp,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-932-3,_TITLE_,Luisa Juanita Gomez,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-933-0,_TITLE_,Francisca Fioretti,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-934-7,_TITLE_,Quincy Quonsett,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-935-4,Quick Notes: William Wells Brown,Songlian Wu,,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-936-1,_TITLE_,Barbara Quincy,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-937-8,_TITLE_,Mattie Hayward,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-938-5,_TITLE_,Valeria Lopez,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-939-2,_TITLE_,Glurga Zpanak,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-940-8,_TITLE_,Raymonda Tovey-Johnson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-941-5,_TITLE_,Clotilda Florida,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-942-2,_TITLE_,Olla Hammoud,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-943-9,_TITLE_,Paula Straiton,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-944-6,_TITLE_,Aaron Dean Morgan,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-945-3,_TITLE_,Lala Morgenstern,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-946-0,_TITLE_,Wanda Polska,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-947-7,_TITLE_,Obinna Phillips,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-948-4,_TITLE_,Alma Czerna,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-949-1,_TITLE_,Hillary Yee,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-950-7,Quick Notes: Hannah Crafts,Songlian Wu,,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-951-4,_TITLE_,Umbert Strom,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-952-1,_TITLE_,Finn Freeman,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-953-8,_TITLE_,Quigley Mercator,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-954-5,_TITLE_,Robbie Plank,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-955-2,_TITLE_,Bertram Stamps,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-956-9,_TITLE_,Mary Elizabeth Sims,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-957-6,_TITLE_,Xenia Johnson Jackson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-958-3,_TITLE_,Bobby Hill,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-959-0,_TITLE_,Mark Petrel,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-960-6,_TITLE_,Marge Simpson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-961-3,_TITLE_,Gabriela Goodwin,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-962-0,_TITLE_,Robert Robertson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-963-7,_TITLE_,Charlesetta Romaine,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-964-4,Quick Notes: Elizabeth Barrett Browning,Songlian Wu,,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-965-1,_TITLE_,Nina Hao,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-966-8,_TITLE_,Wanda Wrzszczek,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-967-5,_TITLE_,Hanson Handel,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-968-2,Star Trek: The Nation Building Conundrum,Jesús María Peña,,2022,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-969-9,Star Trek: Twenty Light Years to Life,Jesús María Peña,,2022,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-970-5,_TITLE_,Solida Williams,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-971-2,_TITLE_,Damar Watson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-972-9,_TITLE_,Eugenio Sombras,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-973-6,_TITLE_,Quentis Vargas,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-974-3,_TITLE_,Blanca Valles,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-975-0,Star Trek: Signals of Consciousness,Jesús María Peña,,2022,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-976-7,_TITLE_,Maria Knoblauch,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-977-4,_TITLE_,Xena Bullworth-Campanella,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-978-1,_TITLE_,N'namdi Ebunolowa,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-979-8,_TITLE_,Billiam Postopoli,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-980-4,_TITLE_,Umbert Strom,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-981-1,Quick Notes: Jane Austen,Songlian Wu,,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-982-8,_TITLE_,Vana Too,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-983-5,_TITLE_,Grace Chen,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-984-2,_TITLE_,Henry Okungbanwe,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-985-9,_TITLE_,Sharon Moreland,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-986-6,_TITLE_,Clara Maria Hernandez,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-987-3,_TITLE_,Norah Pass Jackson,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-988-0,_TITLE_,Yolanda Burridge Green,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-989-7,_TITLE_,Bobby Hill,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-990-3,_TITLE_,Mohammad bin Kadar,,2022,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-991-0,_TITLE_,Quincy Washington,,2023,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-992-7,_TITLE_,Hannah Housemont,,2023,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-993-4,_TITLE_,Susan Seabridges,,2023,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-994-1,_TITLE_,David Sanders,,2023,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-995-8,Quick Notes: Charlotte Brontë,Songlian Wu,,2023,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-996-5,_TITLE_,_AUTHOR_,,2023,Fiction,GENRE PLACEHOLDER,,Paperback,$18.99
978-555-0-32177-997-2,"Star Trek: Last Call, Morn",Jesús María Peña,,2023,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-998-9,COVID-19: Light at the End of the Tunnel,"Dr. Romancepreet Kaur, M.D.",,2023,Nonfiction,Health,,Paperback,$18.99
978-555-0-32177-999-6,Quick Notes: Emily Brontë,Songlian Wu,,2023,Nonfiction,Literature,Literary analysis,Paperback,$18.99
